date,year,month,day,artist,mix_title,full_title
2006-08-08,2006,08,08,"André Galluzzi, Sven Väth @ Cocoon, Amnesia, Ibiza",Essential Mix,"2006-08-08 - André Galluzzi, Sven Väth @ Cocoon, Amnesia, Ibiza - Essential Mix"
unknown,unknown,unknown,unknown,unknown,unknown,"2006-08-09 - John Digweed, Carl Cox @ Space, Ibiza (Essential Mix)"
2006-08-10,2006,08,10,"DJ Oliver @ Home Of La Troya, Space, Ibiza",Essential Mix,"2006-08-10 - DJ Oliver @ Home Of La Troya, Space, Ibiza - Essential Mix"
2006-08-11,2006,08,11,"Fergie @ Meganite, Privilege, Ibiza",Essential Mix,"2006-08-11 - Fergie @ Meganite, Privilege, Ibiza - Essential Mix"
2006-08-12,2006,08,12,"Pete Tong @ Viva Party, Pure Pacha, Ibiza",Essential Mix,"2006-08-12 - Pete Tong @ Viva Party, Pure Pacha, Ibiza - Essential Mix"
2006-08-13,2006,08,13,VA on Ibiza,Essential Mix,2006-08-13 - VA on Ibiza - Essential Mix
2006-08-20,2006,08,20,Axwell,Essential Mix,2006-08-20 - Axwell - Essential Mix
2006-08-27,2006,08,27,"Seb Fontaine, Steve Lawler @ SW4 Festival, London",Essential Mix,"2006-08-27 - Seb Fontaine, Steve Lawler @ SW4 Festival, London - Essential Mix"
2006-09-03,2006,09,03,Kerri Chandler,Essential Mix,2006-09-03 - Kerri Chandler - Essential Mix
2006-09-10,2006,09,10,"Christopher Lawrence, Paul van Dyk @ Planet Love",Essential Mix,"2006-09-10 - Christopher Lawrence, Paul van Dyk @ Planet Love - Essential Mix"
2006-09-17,2006,09,17,Tom Stephan,Essential Mix,2006-09-17 - Tom Stephan - Essential Mix
2006-09-24,2006,09,24,"Fergie @ Lush, Portrush",Essential Mix,"2006-09-24 - Fergie @ Lush, Portrush - Essential Mix"
2006-10-01,2006,10,01,Bob Sinclar,Essential Mix,2006-10-01 - Bob Sinclar - Essential Mix
2006-10-08,2006,10,08,"Marcel Woods, Tidy Boys @ Tidy Weekender",Essential Mix,"2006-10-08 - Marcel Woods, Tidy Boys @ Tidy Weekender - Essential Mix"
2006-10-15,2006,10,15,Trentemøller,Essential Mix,2006-10-15 - Trentemøller - Essential Mix
2006-10-22,2006,10,22,"Pete Tong & Scott Bradford @ Shindig, Digital, Newcastle",Essential Mix,"2006-10-22 - Pete Tong & Scott Bradford @ Shindig, Digital, Newcastle - Essential Mix"
2006-10-29,2006,10,29,Andy Cato,Essential Mix,2006-10-29 - Andy Cato - Essential Mix
2006-11-05,2006,11,05,Dan Ghenacia,Essential Mix,2006-11-05 - Dan Ghenacia - Essential Mix
2006-11-12,2006,11,12,Optimo (Espacio),Essential Mix,2006-11-12 - Optimo (Espacio) - Essential Mix
2006-11-19,2006,11,19,Mark Knight,Essential Mix,2006-11-19 - Mark Knight - Essential Mix
2006-11-26,2006,11,26,DJ Yoda,Essential Mix,2006-11-26 - DJ Yoda - Essential Mix
2006-12-03,2006,12,03,Paul Harris,Essential Mix,2006-12-03 - Paul Harris - Essential Mix
2006-12-10,2006,12,10,Adam Beyer,Essential Mix,2006-12-10 - Adam Beyer - Essential Mix
2006-12-17,2006,12,17,Sharam,Essential Mix,2006-12-17 - Sharam - Essential Mix
2006-12-24,2006,12,24,Armin van Buuren,Essential Mix,2006-12-24 - Armin van Buuren - Essential Mix
2006-12-31,2006,12,31,Trentemøller,Essential Mix,2006-12-31 - Trentemøller - Essential Mix
2007-01-07,2007,01,07,Mark Ronson,Essential Mix,2007-01-07 - Mark Ronson - Essential Mix
2007-01-14,2007,01,14,DJ Pierre,Essential Mix,2007-01-14 - DJ Pierre - Essential Mix
2007-01-21,2007,01,21,Gabriel Ananda,Essential Mix,2007-01-21 - Gabriel Ananda - Essential Mix
2007-01-28,2007,01,28,Seamus Haji,Essential Mix,2007-01-28 - Seamus Haji - Essential Mix
2007-02-04,2007,02,04,Radio Slave,Essential Mix,2007-02-04 - Radio Slave - Essential Mix
2007-02-11,2007,02,11,John Askew,Essential Mix,2007-02-11 - John Askew - Essential Mix
2007-02-18,2007,02,18,Danny Howells,Essential Mix,2007-02-18 - Danny Howells - Essential Mix
2007-02-25,2007,02,25,Tayo,Essential Mix,2007-02-25 - Tayo - Essential Mix
2007-03-04,2007,03,04,Eric Prydz,Essential Mix,2007-03-04 - Eric Prydz - Essential Mix
2007-03-11,2007,03,11,DJ Spen,Essential Mix,2007-03-11 - DJ Spen - Essential Mix
2007-03-18,2007,03,18,Groove Armada,Essential Mix,2007-03-18 - Groove Armada - Essential Mix
unknown,unknown,unknown,unknown,unknown,unknown,"2007-03-23 - Frankie Knuckles, DJ Dan @ Radio One Pool Party, WMC (Essential Mix, 2007-03-25)"
unknown,unknown,unknown,unknown,unknown,unknown,"2007-03-23 - VA @ Radio 1 Pool Party, WMC (Essential Mix, 2007-04-01)"
2007-04-08,2007,04,08,Goldie,Essential Mix,2007-04-08 - Goldie - Essential Mix
2007-04-15,2007,04,15,Phil Kieran,Essential Mix,2007-04-15 - Phil Kieran - Essential Mix
2007-04-22,2007,04,22,Fergie,Essential Mix,2007-04-22 - Fergie - Essential Mix
2007-04-29,2007,04,29,Steve Porter,Essential Mix,2007-04-29 - Steve Porter - Essential Mix
2007-05-06,2007,05,06,Lindstrøm & Prins Thomas,Essential Mix,2007-05-06 - Lindstrøm & Prins Thomas - Essential Mix
2007-05-13,2007,05,13,D. Ramirez,Essential Mix,2007-05-13 - D. Ramirez - Essential Mix
2007-05-20,2007,05,20,"VA @ One Big Weekend, Preston, UK",Essential Mix,"2007-05-20 - VA @ One Big Weekend, Preston, UK - Essential Mix"
2007-05-27,2007,05,27,Carl Cox,Essential Mix,2007-05-27 - Carl Cox - Essential Mix
2007-06-03,2007,06,03,"Simon Foy, Marco V @ Coloursfest, Renfrewshire, Scotland",Essential Mix,"2007-06-03 - Simon Foy, Marco V @ Coloursfest, Renfrewshire, Scotland - Essential Mix"
2007-06-10,2007,06,10,Justice,Essential Mix,2007-06-10 - Justice - Essential Mix
2007-06-17,2007,06,17,Skream,Essential Mix,2007-06-17 - Skream - Essential Mix
2007-06-24,2007,06,24,Rene Amesz,Essential Mix,2007-06-24 - Rene Amesz - Essential Mix
2007-07-01,2007,07,01,Mauro Picotto,Essential Mix,2007-07-01 - Mauro Picotto - Essential Mix
2007-07-08,2007,07,08,"Unabombers, Layo & Bushwacka! @ International Festival, Manchester, UK",Essential Mix,"2007-07-08 - Unabombers, Layo & Bushwacka! @ International Festival, Manchester, UK - Essential Mix"
2007-07-15,2007,07,15,Digitalism,Essential Mix,2007-07-15 - Digitalism - Essential Mix
2007-07-22,2007,07,22,Soul Of Man,Essential Mix,2007-07-22 - Soul Of Man - Essential Mix
2007-07-29,2007,07,29,VA @ Global Gathering,Essential Mix,2007-07-29 - VA @ Global Gathering - Essential Mix
2007-08-05,2007,08,05,Chris Lake,Essential Mix,2007-08-05 - Chris Lake - Essential Mix
2007-08-12,2007,08,12,"Sasha, VA @ Cream, Amnesia, Ibiza",Essential Mix,"2007-08-12 - Sasha, VA @ Cream, Amnesia, Ibiza - Essential Mix"
2007-08-19,2007,08,19,Alex Wolfenden,Essential Mix,2007-08-19 - Alex Wolfenden - Essential Mix
2007-08-26,2007,08,26,"Pete Tong, Mike Pickering","Essential Mix, Factory & Hacienda Special","2007-08-26 - Pete Tong, Mike Pickering - Essential Mix, Factory & Hacienda Special"
2007-09-02,2007,09,02,Dubfire,Essential Mix,2007-09-02 - Dubfire - Essential Mix
unknown,unknown,unknown,unknown,unknown,unknown,"2007-09-08 - Above & Beyond, Markus Schulz @ Planet Love (Essential Mix, 2007-09-09)"
2007-09-16,2007,09,16,Diplo,Essential Mix,2007-09-16 - Diplo - Essential Mix
2007-09-23,2007,09,23,Fedde Le Grand,Essential Mix,2007-09-23 - Fedde Le Grand - Essential Mix
unknown,unknown,unknown,unknown,unknown,unknown,"2007-09-29 - VA @ The Warehouse Project Launch (Essential Mix, 2007-09-30)"
2007-10-06,2007,10,06,High Contrast,Essential Mix,2007-10-06 - High Contrast - Essential Mix
unknown,unknown,unknown,unknown,unknown,unknown,"2007-10-13 - John Digweed @ The Warehouse Project, Essential Mix"
2007-10-20,2007,10,20,Seb Fontaine,Essential Mix,2007-10-20 - Seb Fontaine - Essential Mix
unknown,unknown,unknown,unknown,unknown,unknown,"2007-10-20 - Pete Tong, Armin van Buuren @ Cream's 15th Birthday, Nation, Liverpool (Essential Mix, 2007-10-27)"
2007-11-03,2007,11,03,Bodyrox,Essential Mix,2007-11-03 - Bodyrox - Essential Mix
2007-11-10,2007,11,10,Claude VonStroke,Essential Mix,2007-11-10 - Claude VonStroke - Essential Mix
2007-11-17,2007,11,17,"Domenic, Harri",Essential Mix (Sub Club Special),"2007-11-17 - Domenic, Harri - Essential Mix (Sub Club Special)"
2007-11-24,2007,11,24,Umek,Essential Mix,2007-11-24 - Umek - Essential Mix
unknown,unknown,unknown,unknown,unknown,unknown,"2007-11-24 - Mr. Scruff, DJ Marky @ The Warehouse Project (Essential Mix, 2007-12-01)"
2007-12-08,2007,12,08,Nic Fanciulli & James Zabiela,Essential Mix,2007-12-08 - Nic Fanciulli & James Zabiela - Essential Mix
2007-12-15,2007,12,15,Streetlife DJs,Essential Mix,2007-12-15 - Streetlife DJs - Essential Mix
2007-12-22,2007,12,22,"Axwell, Pete Tong, David Guetta @ The Warehouse Project",Essential Mix,"2007-12-22 - Axwell, Pete Tong, David Guetta @ The Warehouse Project - Essential Mix"
2007-12-24,2007,12,24,Daft Punk,Essential Mix,2007-12-24 - Daft Punk - Essential Mix
2007-12-28,2007,12,28,2 Many DJ's,Essential Mix,2007-12-28 - 2 Many DJ's - Essential Mix
2007-12-29,2007,12,29,Hot Chip,Essential Mix,2007-12-29 - Hot Chip - Essential Mix
2007-12-31,2007,12,31,"VA @ NYE, UK",Essential Mix,"2007-12-31 - VA @ NYE, UK - Essential Mix"
2008-01-01,2008,01,01,Alex Wolfenden,Essential Mix,2008-01-01 - Alex Wolfenden - Essential Mix
unknown,unknown,unknown,unknown,unknown,unknown,"2008-01-01 - Eddie Halliwell @ Godskitchen, Birmingham"
2008-01-05,2008,01,05,Herve & Sinden,Essential Mix,2008-01-05 - Herve & Sinden - Essential Mix
2008-01-12,2008,01,12,Gareth Emery,Essential Mix,2008-01-12 - Gareth Emery - Essential Mix
2008-01-19,2008,01,19,TC,Essential Mix,2008-01-19 - TC - Essential Mix
2008-01-26,2008,01,26,Luciano,Essential Mix,2008-01-26 - Luciano - Essential Mix
2008-02-02,2008,02,02,Benga,Essential Mix,2008-02-02 - Benga - Essential Mix
2008-02-09,2008,02,09,Mark Brown,Essential Mix,2008-02-09 - Mark Brown - Essential Mix
2008-02-16,2008,02,16,Hernan Cattaneo,Essential Mix,2008-02-16 - Hernan Cattaneo - Essential Mix
2008-02-23,2008,02,23,Laidback Luke,Essential Mix,2008-02-23 - Laidback Luke - Essential Mix
2008-03-01,2008,03,01,Adam Freeland,Essential Mix,2008-03-01 - Adam Freeland - Essential Mix
2008-03-08,2008,03,08,Copyright,Essential Mix,2008-03-08 - Copyright - Essential Mix
2008-03-15,2008,03,15,Matthew Dear,Essential Mix,2008-03-15 - Matthew Dear - Essential Mix
2008-03-22,2008,03,22,Shlomi Aber,Essential Mix,2008-03-22 - Shlomi Aber - Essential Mix
unknown,unknown,unknown,unknown,unknown,unknown,"2008-03-28 - Deep Dish, Cedric Gervais @ Radio One Pool Party, WMC (Essential Mix)"
unknown,unknown,unknown,unknown,unknown,unknown,"2008-03-29 - Moby, Carl Cox @ Ultra Music Festival, WMC (Essential Mix, 2008-04-05)"
unknown,unknown,unknown,unknown,unknown,unknown,"2008-04-11 - Martin Doorly, Pete Tong @ 2 Years Afterparty, Huddersfield (Essential Mix, 2008-04-12)"
2008-04-19,2008,04,19,"Barry Connell, Judge Jules @ Inside Out, The Arches, Glasgow",Essential Mix,"2008-04-19 - Barry Connell, Judge Jules @ Inside Out, The Arches, Glasgow - Essential Mix"
2008-04-26,2008,04,26,"Jaymo & Andy George, Kissy Sell Out @ Moda, Lincoln",Essential Mix,"2008-04-26 - Jaymo & Andy George, Kissy Sell Out @ Moda, Lincoln - Essential Mix"
2008-05-03,2008,05,03,"Tom Maddicott, Annie Mac @ Metripolis, Bath",Essential Mix,"2008-05-03 - Tom Maddicott, Annie Mac @ Metripolis, Bath - Essential Mix"
2008-05-10,2008,05,10,Sébastien Léger,Essential Mix,2008-05-10 - Sébastien Léger - Essential Mix
2008-05-17,2008,05,17,Alex Kidd,Essential Mix,2008-05-17 - Alex Kidd - Essential Mix
2008-05-24,2008,05,24,MSTRKRFT,Essential Mix,2008-05-24 - MSTRKRFT - Essential Mix
2008-05-31,2008,05,31,Dirty South,Essential Mix,2008-05-31 - Dirty South - Essential Mix
2008-06-07,2008,06,07,DJ Q,Essential Mix,2008-06-07 - DJ Q - Essential Mix
2008-06-14,2008,06,14,"Groove Armada, Richard Durand, Paul van Dyk",Essential Mix,"2008-06-14 - Groove Armada, Richard Durand, Paul van Dyk - Essential Mix"
2008-06-21,2008,06,21,Crookers,Essential Mix,2008-06-21 - Crookers - Essential Mix
2008-06-28,2008,06,28,Roger Sanchez,Essential Mix,2008-06-28 - Roger Sanchez - Essential Mix
unknown,unknown,unknown,unknown,unknown,unknown,"2008-07-05 - James Zabiela, Booka Shade (Live PA) @ Glastonbury Festival, Essential Mix"
2008-07-12,2008,07,12,John O'Callaghan,Essential Mix,2008-07-12 - John O'Callaghan - Essential Mix
2008-07-19,2008,07,19,Deadmau5,Essential Mix,2008-07-19 - Deadmau5 - Essential Mix
2008-07-26,2008,07,26,"Kris Menace, Fred Falke",Essential Mix,"2008-07-26 - Kris Menace, Fred Falke - Essential Mix"
2008-08-02,2008,08,02,Steve Aoki,Essential Mix,2008-08-02 - Steve Aoki - Essential Mix
2008-08-03,2008,08,03,"VA @ Amnesia, Ibiza",Essential Mix,"2008-08-03 - VA @ Amnesia, Ibiza - Essential Mix"
2008-08-09,2008,08,09,Chase & Status,Essential Mix,2008-08-09 - Chase & Status - Essential Mix
2008-08-16,2008,08,16,Paolo Mojo,Essential Mix,2008-08-16 - Paolo Mojo - Essential Mix
2008-08-23,2008,08,23,"Pete Tong, Sasha, Paul Oakenfold",Essential Mix,"2008-08-23 - Pete Tong, Sasha, Paul Oakenfold - Essential Mix"
2008-08-24,2008,08,24,VA @ Creamfields,Essential Mix,2008-08-24 - VA @ Creamfields - Essential Mix
2008-08-30,2008,08,30,Peace Division,Essential Mix,2008-08-30 - Peace Division - Essential Mix
2008-09-06,2008,09,06,Mason,Essential Mix,2008-09-06 - Mason - Essential Mix
2008-09-13,2008,09,13,"Sander van Doorn, Mauro Picotto @ Planet Love",Essential Mix,"2008-09-13 - Sander van Doorn, Mauro Picotto @ Planet Love - Essential Mix"
2008-09-20,2008,09,20,Riton,Essential Mix,2008-09-20 - Riton - Essential Mix
2008-09-27,2008,09,27,Dennis Ferrer,Essential Mix,2008-09-27 - Dennis Ferrer - Essential Mix
2008-10-04,2008,10,04,John Dahlbäck,Essential Mix,2008-10-04 - John Dahlbäck - Essential Mix
unknown,unknown,unknown,unknown,unknown,unknown,"2008-10-11 - Pete Tong, Deadmau5 @ The Warehouse Project, Essential Mix"
2008-10-18,2008,10,18,Calvin Harris,Essential Mix,2008-10-18 - Calvin Harris - Essential Mix
unknown,unknown,unknown,unknown,unknown,unknown,"2008-10-24 - James Lavelle, Pete Tong @ The Fillmore, NYC (Essential Mix, 2008-11-01)"
2008-10-25,2008,10,25,Steve Mac,Essential Mix,2008-10-25 - Steve Mac - Essential Mix
2008-11-08,2008,11,08,London Elektricity,Essential Mix,2008-11-08 - London Elektricity - Essential Mix
unknown,unknown,unknown,unknown,unknown,unknown,"2008-11-14 - Erol Alkan, A-Trak @ 2020 Rocks, Bournemouth (Essential Mix, 2008-11-15)"
2008-11-22,2008,11,22,Loco Dice,Essential Mix,2008-11-22 - Loco Dice - Essential Mix
2008-11-29,2008,11,29,Flying Lotus,Essential Mix,2008-11-29 - Flying Lotus - Essential Mix
2008-12-06,2008,12,06,Markus Schulz,Essential Mix,2008-12-06 - Markus Schulz - Essential Mix
2008-12-13,2008,12,13,Rusko,Essential Mix,2008-12-13 - Rusko - Essential Mix
2008-12-20,2008,12,20,Slam,Essential Mix,2008-12-20 - Slam - Essential Mix
unknown,unknown,unknown,unknown,unknown,unknown,"2008-12-20 - Swedish House Mafia @ The Warehouse Project (Essential Mix, 2008-12-27)"
2009-01-03,2009,01,03,Jesse Rose,Essential Mix,2009-01-03 - Jesse Rose - Essential Mix
2009-01-10,2009,01,10,Funkagenda,Essential Mix,2009-01-10 - Funkagenda - Essential Mix
2009-01-17,2009,01,17,Greg Wilson,Essential Mix,2009-01-17 - Greg Wilson - Essential Mix
2009-01-24,2009,01,24,Josh Wink,Essential Mix,2009-01-24 - Josh Wink - Essential Mix
2009-01-31,2009,01,31,ATFC,Essential Mix,2009-01-31 - ATFC - Essential Mix
2009-02-07,2009,02,07,Mr. Scruff,Essential Mix,2009-02-07 - Mr. Scruff - Essential Mix
2009-02-14,2009,02,14,Sean Tyas,Essential Mix,2009-02-14 - Sean Tyas - Essential Mix
2009-02-21,2009,02,21,Herve,Essential Mix,2009-02-21 - Herve - Essential Mix
2009-02-28,2009,02,28,Blame,Essential Mix,2009-02-28 - Blame - Essential Mix
2009-03-07,2009,03,07,"Showtek, Kidd Kaos @ Hard Dance Awards",Essential Mix,"2009-03-07 - Showtek, Kidd Kaos @ Hard Dance Awards - Essential Mix"
2009-03-14,2009,03,14,Fake Blood,Essential Mix,2009-03-14 - Fake Blood - Essential Mix
2009-03-21,2009,03,21,Marc Romboy,Essential Mix,2009-03-21 - Marc Romboy - Essential Mix
2009-03-28,2009,03,28,Gui Boratto,Essential Mix,2009-03-28 - Gui Boratto - Essential Mix
2009-04-04,2009,04,04,Tiga,Essential Mix,2009-04-04 - Tiga - Essential Mix
2009-04-11,2009,04,11,Carl Cox,Essential Mix,2009-04-11 - Carl Cox - Essential Mix
2009-04-18,2009,04,18,Joris Voorn,Essential Mix,2009-04-18 - Joris Voorn - Essential Mix
2009-04-25,2009,04,25,Sub Focus,Essential Mix,2009-04-25 - Sub Focus - Essential Mix
2009-05-02,2009,05,02,Toddla T,Essential Mix,2009-05-02 - Toddla T - Essential Mix
unknown,unknown,unknown,unknown,unknown,unknown,"2009-05-09 - VA @ One Big Weekend, Essential Mix"
2009-05-16,2009,05,16,Steve Lawler,Essential Mix,2009-05-16 - Steve Lawler - Essential Mix
2009-05-23,2009,05,23,Laurent Garnier,Essential Mix,2009-05-23 - Laurent Garnier - Essential Mix
2009-05-30,2009,05,30,Armin van Buuren,Essential Mix,2009-05-30 - Armin van Buuren - Essential Mix
2009-06-06,2009,06,06,Style Of Eye,Essential Mix,2009-06-06 - Style Of Eye - Essential Mix
2009-06-13,2009,06,13,Paul Ritch,Essential Mix,2009-06-13 - Paul Ritch - Essential Mix
2009-06-20,2009,06,20,Sander van Doorn,Essential Mix,2009-06-20 - Sander van Doorn - Essential Mix
2009-06-27,2009,06,27,Friendly Fires,Essential Mix,2009-06-27 - Friendly Fires - Essential Mix
2009-07-04,2009,07,04,Erick Morillo,Essential Mix,2009-07-04 - Erick Morillo - Essential Mix
2009-07-11,2009,07,11,Caspa,Essential Mix,2009-07-11 - Caspa - Essential Mix
unknown,unknown,unknown,unknown,unknown,unknown,"2009-07-10 - Richie Hawtin & Dubfire, Magda & Loco Dice @ Exit Festival (EM, 2009-07-18)"
2009-07-25,2009,07,25,"Diplo, Switch",Essential Mix,"2009-07-25 - Diplo, Switch - Essential Mix"
2009-07-25,2009,07,25,Major Lazer,Essential Mix,2009-07-25 - Major Lazer - Essential Mix
unknown,unknown,unknown,unknown,unknown,unknown,"2009-07-31 - Deadmau5, Luciano @ Wonderland, Ibiza (Essential Mix, 2009-08-01)"
unknown,unknown,unknown,unknown,unknown,unknown,"2009-08-01 - VA @ Cream Radio One, Privilege, Ibiza (Essential Mix, 2009-08-08)"
2009-08-15,2009,08,15,Steve Bug,Essential Mix,2009-08-15 - Steve Bug - Essential Mix
2009-08-22,2009,08,22,Felix Da Housecat,Essential Mix,2009-08-22 - Felix Da Housecat - Essential Mix
2009-08-29,2009,08,29,Sharam,Essential Mix,2009-08-29 - Sharam - Essential Mix
unknown,unknown,unknown,unknown,unknown,unknown,"2009-08-29 - Yousef, Mark Knight @ Creamfields (Essential Mix, 2009-09-05)"
2009-09-12,2009,09,12,Crazy Cousinz,Essential Mix,2009-09-12 - Crazy Cousinz - Essential Mix
2009-09-19,2009,09,19,James Talk,Essential Mix,2009-09-19 - James Talk - Essential Mix
2009-09-26,2009,09,26,Paul van Dyk,Essential Mix,2009-09-26 - Paul van Dyk - Essential Mix
2009-10-03,2009,10,03,Jamie Jones,Essential Mix,2009-10-03 - Jamie Jones - Essential Mix
2009-10-10,2009,10,10,Boys Noize,Essential Mix,2009-10-10 - Boys Noize - Essential Mix
2009-10-17,2009,10,17,"Terry Francis, DJ Hype",Essential Mix,"2009-10-17 - Terry Francis, DJ Hype - Essential Mix"
2009-10-24,2009,10,24,Dusty Kid,Essential Mix,2009-10-24 - Dusty Kid - Essential Mix
2009-10-31,2009,10,31,Sasha,Essential Mix,2009-10-31 - Sasha - Essential Mix
unknown,unknown,unknown,unknown,unknown,unknown,"2009-10-30 - DJ Mehdi, Busy P @ The Warehouse Project (Essential Mix, 2009-11-07)"
2009-11-14,2009,11,14,DJ Zinc,Essential Mix,2009-11-14 - DJ Zinc - Essential Mix
2009-11-21,2009,11,21,Simon Patterson,Essential Mix,2009-11-21 - Simon Patterson - Essential Mix
2009-11-28,2009,11,28,Hudson Mohawke,Essential Mix,2009-11-28 - Hudson Mohawke - Essential Mix
2009-12-05,2009,12,05,Tocadisco,Essential Mix,2009-12-05 - Tocadisco - Essential Mix
2009-12-12,2009,12,12,Reboot,Essential Mix,2009-12-12 - Reboot - Essential Mix
2009-12-19,2009,12,19,The Twelves,Essential Mix,2009-12-19 - The Twelves - Essential Mix
unknown,unknown,unknown,unknown,unknown,unknown,"2009-12-19 - Pete Tong, Calvin Harris @ Warehouse Project (Essential Mix, 2009-12-26)"
2009-12-26,2009,12,26,Sharam,Essential Mix,2009-12-26 - Sharam - Essential Mix
unknown,unknown,unknown,unknown,unknown,unknown,"2009-12-31 - VA @ Ministry Of Sound NYE, O2 Arena, London (Essential Mix)"
2010-01-09,2010,01,09,Simian Mobile Disco,Essential Mix,2010-01-09 - Simian Mobile Disco - Essential Mix
2010-01-16,2010,01,16,Christian Smith,Essential Mix,2010-01-16 - Christian Smith - Essential Mix
2010-01-23,2010,01,23,Four Tet,Essential Mix,2010-01-23 - Four Tet - Essential Mix
2010-01-29,2010,01,29,"Annie Mac, Hostage @ Sugarbeat, Edinburgh",Essential Mix,"2010-01-29 - Annie Mac, Hostage @ Sugarbeat, Edinburgh - Essential Mix"
2010-02-06,2010,02,06,Riva Starr,Essential Mix,2010-02-06 - Riva Starr - Essential Mix
2010-02-13,2010,02,13,John '00' Fleming,Essential Mix,2010-02-13 - John '00' Fleming - Essential Mix
2010-02-20,2010,02,20,Jack Beats,Essential Mix,2010-02-20 - Jack Beats - Essential Mix
2010-02-27,2010,02,27,Faithless Sound System,Essential Mix,2010-02-27 - Faithless Sound System - Essential Mix
unknown,unknown,unknown,unknown,unknown,unknown,"2010-03-06 - Kissy Sell Out, Alex Metric @ In New Music We Trust Live, Digital, Newcastle"
2010-03-13,2010,03,13,Noisia,Essential Mix,2010-03-13 - Noisia - Essential Mix
2010-03-20,2010,03,20,Sébastien Léger,Essential Mix,2010-03-20 - Sébastien Léger - Essential Mix
2010-03-27,2010,03,27,Audio Bullys,Essential Mix,2010-03-27 - Audio Bullys - Essential Mix
2010-04-03,2010,04,03,James Zabiela,Essential Mix,2010-04-03 - James Zabiela - Essential Mix
2010-04-10,2010,04,10,Buraka Som Sistema,Essential Mix,2010-04-10 - Buraka Som Sistema - Essential Mix
2010-04-17,2010,04,17,Ferry Corsten,Essential Mix,2010-04-17 - Ferry Corsten - Essential Mix
unknown,unknown,unknown,unknown,unknown,unknown,"2010-04-23 - VA @ 500th Essential Mix DJ, Circus, Liverpool"
2010-05-01,2010,05,01,Breakage,Essential Mix,2010-05-01 - Breakage - Essential Mix
2010-05-08,2010,05,08,Dave Spoon,Essential Mix,2010-05-08 - Dave Spoon - Essential Mix
2010-05-15,2010,05,15,Boy 8-Bit,Essential Mix,2010-05-15 - Boy 8-Bit - Essential Mix
2010-05-22,2010,05,22,"Deadmau5, Mylo, Laurent Garnier",Essential Mix: Best of Big Weekend,"2010-05-22 - Deadmau5, Mylo, Laurent Garnier - Essential Mix: Best of Big Weekend"
2010-05-29,2010,05,29,John Digweed,Essential Mix,2010-05-29 - John Digweed - Essential Mix
2010-06-05,2010,06,05,Tim Green,Essential Mix,2010-06-05 - Tim Green - Essential Mix
2010-06-12,2010,06,12,Chuckie,Essential Mix,2010-06-12 - Chuckie - Essential Mix
unknown,unknown,unknown,unknown,unknown,unknown,"2010-06-12 - VA @ Rockness, Loch Ness (Essential Mix, 2010-06-19)"
unknown,unknown,unknown,unknown,unknown,unknown,2010-06-26 - VA @ Glastonbury Festival (Essential Mix)
2010-07-03,2010,07,03,Justin Martin,Essential Mix,2010-07-03 - Justin Martin - Essential Mix
2010-07-10,2010,07,10,Afrojack,Essential Mix,2010-07-10 - Afrojack - Essential Mix
2010-07-17,2010,07,17,Pendulum,Essential Mix,2010-07-17 - Pendulum - Essential Mix
2010-07-24,2010,07,24,Magnetic Man,Essential Mix,2010-07-24 - Magnetic Man - Essential Mix
2010-07-31,2010,07,31,Nick Curly,Essential Mix,2010-07-31 - Nick Curly - Essential Mix
unknown,unknown,unknown,unknown,unknown,unknown,"2010-08-02 - André Galluzzi, Sven Väth @ Cocoon Party Animals, Amnesia, Ibiza (Essential Mix)"
unknown,unknown,unknown,unknown,unknown,unknown,"2010-08-05 - Zane Lowe B2B Mark Ronson, Grandmaster Flash @ Space, Ibiza (Essential Mix)"
unknown,unknown,unknown,unknown,unknown,unknown,"2010-08-07 - VA @ Cream, Privilege, Ibiza (Essential Mix, 2010-08-08)"
2010-08-14,2010,08,14,Chris Lake,Essential Mix,2010-08-14 - Chris Lake - Essential Mix
2010-08-21,2010,08,21,The Count & Sinden,Essential Mix,2010-08-21 - The Count & Sinden - Essential Mix
2010-08-28,2010,08,28,Danny Byrd,Essential Mix,2010-08-28 - Danny Byrd - Essential Mix
unknown,unknown,unknown,unknown,unknown,unknown,"2010-08-29 - Swedish House Mafia @ Creamfields, UK (Essential Mix, 2010-09-04)"
unknown,unknown,unknown,unknown,unknown,unknown,"2010-08-28 - Joris Voorn @ Creamfields, UK (Essential Mix, 2010-09-11)"
2010-09-18,2010,09,18,Doorly,Essential Mix,2010-09-18 - Doorly - Essential Mix
2010-09-25,2010,09,25,Paul Woolford,Essential Mix,2010-09-25 - Paul Woolford - Essential Mix
2010-10-02,2010,10,02,Kim Fai,Essential Mix,2010-10-02 - Kim Fai - Essential Mix
2010-10-09,2010,10,09,Netsky,Essential Mix,2010-10-09 - Netsky - Essential Mix
2010-10-16,2010,10,16,Marcus Schössow,Essential Mix,2010-10-16 - Marcus Schössow - Essential Mix
2010-10-23,2010,10,23,Basement Jaxx,Essential Mix,2010-10-23 - Basement Jaxx - Essential Mix
2010-10-30,2010,10,30,Magda,Essential Mix,2010-10-30 - Magda - Essential Mix
2010-11-06,2010,11,06,Wolfgang Gartner,Essential Mix,2010-11-06 - Wolfgang Gartner - Essential Mix
2010-11-13,2010,11,13,Nero,Essential Mix,2010-11-13 - Nero - Essential Mix
